월,날짜,시간,온도
4,18,900,11.4
4,18,1000,9.6
4,18,1100,8.3
4,18,1200,7.5
4,18,1300,5
4,18,1400,5.5
4,18,1500,4.8
4,18,1600,4.2
4,18,1700,4.3
4,18,1800,3.8
4,18,1900,3.5
4,18,2000,3
4,18,2100,5.7
4,18,2200,10.8
4,18,2300,13.5
4,19,0,16
4,19,100,17.299999
4,19,200,19
4,19,300,19
4,19,400,19.5
4,19,500,20
4,19,600,19.1
4,19,700,18.700001
4,19,800,17.200001
4,19,900,14.7
4,19,1000,13
4,19,1100,11.6
4,19,1200,9.4
4,19,1300,8.4
4,19,1400,7.8
4,19,1500,6.5
4,19,1600,6.1
4,19,1700,4.9
4,19,1800,4.2
4,19,1900,4.2
4,19,2000,4.2
4,19,2100,6.3
4,19,2200,10.8
4,19,2300,15.7
4,20,0,17.799999
4,20,100,18.9
4,20,200,20
4,20,300,21.700001
4,20,400,22.200001
4,20,500,22.200001
4,20,600,19.9
4,20,700,18.1
4,20,800,16.1
4,20,900,14.4
4,20,1000,13
4,20,1100,11.6
4,20,1200,10.4
4,20,1300,9.5
4,20,1400,9.1
4,20,1500,8
4,20,1600,8.2
4,20,1700,7.4
4,20,1800,6.9
4,20,1900,6.1
4,20,2000,5.6
4,20,2100,8.2
4,20,2200,12.9
4,20,2300,17.1
4,21,0,21.799999
4,21,100,24.299999
4,21,200,26.9
4,21,300,27.200001
4,21,400,27
4,21,500,28.200001
4,21,600,27.6
4,21,700,26.4
4,21,800,24.299999
4,21,900,21.6
4,21,1000,18.9
4,21,1100,17.1
4,21,1200,16.6
4,21,1300,15.6
4,21,1400,15.1
4,21,1500,14.1
4,21,1600,13.3
4,21,1700,14.1
4,21,1800,14.1
4,21,1900,13.4
4,21,2000,14.8
4,21,2100,14.9
4,21,2200,17.700001
4,21,2300,20.1
4,22,0,23.299999
4,22,100,24.299999
4,22,200,26
4,22,300,26.700001
4,22,400,27.1
4,22,500,27.4
4,22,600,28
4,22,700,26.4
4,22,800,23.299999
4,22,900,20.4
4,22,1000,20
4,22,1100,19.5
4,22,1200,17.6
4,22,1300,16.1
4,22,1400,16.200001
4,22,1500,15.3
4,22,1600,15.2
4,22,1700,16.799999
4,22,1800,19.1
4,22,1900,18.4
4,22,2000,18.9
4,22,2100,18.700001
4,22,2200,18.799999
4,22,2300,18.9
4,23,0,20.200001
4,23,100,21.1
4,23,200,21.1
4,23,300,21.6
4,23,400,22.1
4,23,500,21.799999
4,23,600,21.1
4,23,700,20.6
4,23,800,20.5
4,23,900,19.799999
4,23,1000,19.200001
4,23,1100,18.6
4,23,1200,18.1
4,23,1300,17.4
4,23,1400,16.9
4,23,1500,16.200001
4,23,1600,15.8
4,23,1700,15.4
4,23,1800,15.5
4,23,1900,15.6
4,23,2000,15.7
4,23,2100,15.9
4,23,2200,16.200001
4,23,2300,16.5
4,24,0,18.6
4,24,100,20.1
4,24,200,21.4
4,24,300,21.1
4,24,400,22.5
4,24,500,20.799999
4,24,600,20.200001
4,24,700,20
4,24,800,20.299999
4,24,900,16.9
4,24,1000,15.5
4,24,1100,12.8
4,24,1200,11.4
4,24,1300,10.4
4,24,1400,9.5
4,24,1500,8.7
4,24,1600,9.3
4,24,1700,8.6
4,24,1800,8.4
4,24,1900,7.8
4,24,2000,7.2
4,24,2100,11.2
4,24,2200,15.3
4,24,2300,17.1
4,25,0,19.1
4,25,100,21
4,25,200,21.5
4,25,300,23.200001
4,25,400,23.5
4,25,500,23.9
4,25,600,23.6
4,25,700,23.5
4,25,800,20.5
4,25,900,18.299999
4,25,1000,16.299999
4,25,1100,14.7
4,25,1200,12.4
4,25,1300,13.2
4,25,1400,15.3
4,25,1500,13.1
4,25,1600,12.5
4,25,1700,12.6
4,25,1800,11.8
4,25,1900,12
4,25,2000,10.5
4,25,2100,12.8
4,25,2200,14.7
4,25,2300,16.200001
4,26,0,17.4
4,26,100,18.700001
4,26,200,19.799999
4,26,300,21.9
4,26,400,20.799999
4,26,500,20.9
4,26,600,21.6
4,26,700,18.799999
4,26,800,17.6
4,26,900,15.1
4,26,1000,14
4,26,1100,13.2
4,26,1200,12.1
4,26,1300,11.3
4,26,1400,11
4,26,1500,10.1
4,26,1600,9.8
4,26,1700,9.9
4,26,1800,9.6
4,26,1900,9.4
4,26,2000,9.8
4,26,2100,10.6
4,26,2200,12
4,26,2300,14.2
4,27,0,17
4,27,100,19
4,27,200,17.9
4,27,300,17.799999
4,27,400,18.799999
4,27,500,20.200001
4,27,600,19.700001
4,27,700,18.200001
4,27,800,17.1
4,27,900,16.6
4,27,1000,15.9
4,27,1100,15.5
4,27,1200,15.3
4,27,1300,15.4
4,27,1400,15.5
4,27,1500,14.8
4,27,1600,14.1
4,27,1700,14
4,27,1800,12.6
4,27,1900,11.1
4,27,2000,11
4,27,2100,12.6
4,27,2200,14
4,27,2300,15.9
4,28,0,16.799999
4,28,100,18.299999
4,28,200,18.9
4,28,300,20.1
4,28,400,19.5
4,28,500,19.299999
4,28,600,18.9
4,28,700,16.799999
4,28,800,15.7
4,28,900,14.7
4,28,1000,12.7
4,28,1100,11.8
4,28,1200,11.9
4,28,1300,11.3
4,28,1400,10.6
4,28,1500,10.6
4,28,1600,10.1
4,28,1700,9.5
4,28,1800,9.1
4,28,1900,8.8
4,28,2000,9.2
4,28,2100,9.9
4,28,2200,15.2
4,28,2300,17.799999
4,29,0,17
4,29,100,15.1
4,29,200,17.4
4,29,300,18.1
4,29,400,18.6
4,29,500,19.299999
4,29,600,19.200001
4,29,700,18.299999
4,29,800,17.4
4,29,900,16.1
4,29,1000,14.1
4,29,1100,13.2
4,29,1200,13.6
4,29,1300,10.3
4,29,1400,11.7
4,29,1500,11.2
4,29,1600,12.2
4,29,1700,9.6
4,29,1800,9.3
4,29,1900,9.1
4,29,2000,9.3
4,29,2100,9.7
4,29,2200,10.4
4,29,2300,11.4
4,30,0,11.5
4,30,100,13.5
4,30,200,14.6
4,30,300,14.6
4,30,400,12.7
4,30,500,11.4
4,30,600,10.8
4,30,700,10.8
4,30,800,10.8
4,30,900,10.7
4,30,1000,10.4
4,30,1100,10.2
4,30,1200,9.4
4,30,1300,9
4,30,1400,8.1
4,30,1500,8.6
4,30,1600,8.5
4,30,1700,8.7
4,30,1800,9.1
4,30,1900,9.1
4,30,2000,9.1
4,30,2100,9.4
4,30,2200,10.4
4,30,2300,10.1
5,1,0,9.8
5,1,100,11.2
5,1,200,12.5
5,1,300,11.3
5,1,400,11
5,1,500,12.5
5,1,600,12.2
5,1,700,11.9
5,1,800,11.3
5,1,900,10.4
5,1,1000,9.5
5,1,1100,9
5,1,1200,9.1
5,1,1300,8.8
5,1,1400,8.5
5,1,1500,8
5,1,1600,8.1
5,1,1700,8
5,1,1800,7.8
5,1,1900,8
5,1,2000,8.3
5,1,2100,8.9
5,1,2200,10.9
5,1,2300,11.5
5,2,0,13.3
5,2,100,15.1
5,2,200,16.1
5,2,300,16.9
5,2,400,16.9
5,2,500,17.4
5,2,600,17.299999
5,2,700,16.700001
5,2,800,16.1
5,2,900,12.8
5,2,1000,10.7
5,2,1100,9
5,2,1200,7.4
5,2,1300,7.8
5,2,1400,6.6
5,2,1500,5.3
5,2,1600,5.7
5,2,1700,5.3
5,2,1800,5.1
5,2,1900,3.6
5,2,2000,4.4
5,2,2100,7.1
5,2,2200,11.6
5,2,2300,14.8
5,3,0,16
5,3,100,18.200001
5,3,200,19.6
5,3,300,20
5,3,400,21.200001
5,3,500,22.1
5,3,600,21.5
5,3,700,18.4
5,3,800,17.200001
5,3,900,14.9
5,3,1000,13.1
5,3,1100,11.6
5,3,1200,11
5,3,1300,10.2
5,3,1400,10
5,3,1500,9.7
5,3,1600,9.3
5,3,1700,9.2
5,3,1800,10.3
5,3,1900,10.5
5,3,2000,11.2
5,3,2100,12.4
5,3,2200,13.7
5,3,2300,18.9
5,4,0,19
5,4,100,20.1
5,4,200,20
5,4,300,20.5
5,4,400,19.6
5,4,500,19.9
5,4,600,20.4
5,4,700,19.1
5,4,800,17.9
5,4,900,17.6
5,4,1000,16.200001
5,4,1100,16.1
5,4,1200,16
5,4,1300,14.2
5,4,1400,13.8
5,4,1500,13.9
5,4,1600,13
5,4,1700,12.5
5,4,1800,12.2
5,4,1900,11.2
5,4,2000,10.8
5,4,2100,11.9
5,4,2200,13.5
5,4,2300,14.6
5,5,0,15.5
5,5,100,16.200001
5,5,200,18.1
5,5,300,17.799999
5,5,400,18.4
5,5,500,18.9
5,5,600,18.700001
5,5,700,17.5
5,5,800,16.4
5,5,900,14.2
5,5,1000,10.6
5,5,1100,12.2
5,5,1200,11.9
5,5,1300,11.6
5,5,1400,9.1
5,5,1500,7.2
5,5,1600,6.4
5,5,1700,5.6
5,5,1800,5.1
5,5,1900,4.6
5,5,2000,4.4
5,5,2100,7.9
5,5,2200,12
5,5,2300,16.799999
5,6,0,18.700001
5,6,100,20
5,6,200,20.6
5,6,300,21.6
5,6,400,22.200001
5,6,500,23
5,6,600,22.299999
5,6,700,21.299999
5,6,800,19.9
5,6,900,17.200001
5,6,1000,14.3
5,6,1100,12.3
5,6,1200,11.2
5,6,1300,10.2
5,6,1400,9.6
5,6,1500,10
5,6,1600,11.3
5,6,1700,16
5,6,1800,15.6
5,6,1900,14.8
5,6,2000,15.8
5,6,2100,17.5
5,6,2200,17.5
5,6,2300,17.799999
5,7,0,16.700001
5,7,100,14.1
5,7,200,14.6
5,7,300,16.700001
5,7,400,17.700001
5,7,500,17.700001
5,7,600,16.700001
5,7,700,15.8
5,7,800,14.4
5,7,900,13.1
5,7,1000,11.6
5,7,1100,10.7
5,7,1200,10.4
5,7,1300,10.3
5,7,1400,10
5,7,1500,9.1
5,7,1600,9.4
5,7,1700,8.9
5,7,1800,9.1
5,7,1900,9.2
5,7,2000,9.5
5,7,2100,11.3
5,7,2200,13.6
5,7,2300,15.4
5,8,0,17.5
5,8,100,19.6
5,8,200,20.200001
5,8,300,20.700001
5,8,400,21.5
5,8,500,21.6
5,8,600,21.299999
5,8,700,20
5,8,800,17.200001
5,8,900,15.9
5,8,1000,14.7
5,8,1100,13.7
5,8,1200,11.8
5,8,1300,10.8
5,8,1400,11.3
5,8,1500,8.9
5,8,1600,8
5,8,1700,7.9
5,8,1800,6.6
5,8,1900,6.9
5,8,2000,7.2
5,8,2100,10.8
5,8,2200,15.6
5,8,2300,17.200001
5,9,0,19
5,9,100,19.6
5,9,200,20.9
5,9,300,21
5,9,400,21.200001
5,9,500,21.6
5,9,600,21.700001
5,9,700,21.299999
5,9,800,19.9
5,9,900,17.799999
5,9,1000,14.9
5,9,1100,13.8
5,9,1200,11
5,9,1300,10
5,9,1400,8.9
5,9,1500,8.1
5,9,1600,8.3
5,9,1700,9.2
5,9,1800,9.9
5,9,1900,10.2
5,9,2000,10.9
5,9,2100,11.9
5,9,2200,10.3
5,9,2300,10.1
5,10,0,10.5
5,10,100,11.2
5,10,200,11.4
5,10,300,11.3
5,10,400,11.5
5,10,500,12.4
5,10,600,12.9
5,10,700,13.4
5,10,800,13.5
5,10,900,12.6
5,10,1000,12.3
5,10,1100,12
5,10,1200,11.9
5,10,1300,11.9
5,10,1400,12
5,10,1500,11.9
5,10,1600,12
5,10,1700,12
5,10,1800,12.3
5,10,1900,12.3
5,10,2000,12.9
5,10,2100,13.4
5,10,2200,15
5,10,2300,16.4
5,11,0,17.6
5,11,100,19.6
5,11,200,20.299999
5,11,300,20.5
5,11,400,20.4
5,11,500,21.700001
5,11,600,21.299999
5,11,700,20.5
5,11,800,19.5
5,11,900,19.1
5,11,1000,18.6
5,11,1100,18
5,11,1200,17.700001
5,11,1300,17.200001
5,11,1400,17.200001
5,11,1500,16.6
5,11,1600,16.6
5,11,1700,16.200001
5,11,1800,16.5
5,11,1900,16.4
5,11,2000,16.9
5,11,2100,17.799999
5,11,2200,19
5,11,2300,19.799999
5,12,0,20.799999
5,12,100,22.1
5,12,200,24.700001
5,12,300,25.4
5,12,400,25.5
5,12,500,26.5
5,12,600,26.4
5,12,700,25.9
5,12,800,25.5
5,12,900,22.4
5,12,1000,18.9
5,12,1100,17.5
5,12,1200,16.9
5,12,1300,15
5,12,1400,14.7
5,12,1500,13.7
5,12,1600,13.2
5,12,1700,12.5
5,12,1800,11.9
5,12,1900,12.3
5,12,2000,12.5
5,12,2100,15.8
5,12,2200,19.1
5,12,2300,22.9
5,13,0,25.200001
5,13,100,26.6
5,13,200,26.6
5,13,300,27.9
5,13,400,28.9
5,13,500,28.9
5,13,600,28.9
5,13,700,26
5,13,800,24.9
5,13,900,22.5
5,13,1000,20.299999
5,13,1100,18.4
5,13,1200,17.1
5,13,1300,16.299999
5,13,1400,15.2
5,13,1500,14.7
5,13,1600,14.4
5,13,1700,13.8
5,13,1800,13.4
5,13,1900,13.4
5,13,2000,13.8
5,13,2100,17.5
5,13,2200,20.200001
5,13,2300,23.5
5,14,0,24.6
5,14,100,26.1
5,14,200,28.200001
5,14,300,29.6
5,14,400,29.4
5,14,500,29
5,14,600,29.5
5,14,700,28.200001
5,14,800,24.299999
5,14,900,22.9
5,14,1000,21.9
5,14,1100,20.9
5,14,1200,20.4
5,14,1300,19.6
5,14,1400,19.6
5,14,1500,19.1
5,14,1600,19.5
5,14,1700,18.9
5,14,1800,18.700001
5,14,1900,18.1
5,14,2000,18.299999
5,14,2100,18.5
5,14,2200,19.1
5,14,2300,20.1
5,15,0,21
5,15,100,22.700001
5,15,200,24.700001
5,15,300,25.299999
5,15,400,24.9
5,15,500,25.1
5,15,600,23.700001
5,15,700,22.299999
5,15,800,21.6
5,15,900,21.299999
5,15,1000,21.299999
5,15,1100,21.4
5,15,1200,21.299999
5,15,1300,21.200001
5,15,1400,21.299999
5,15,1500,21.200001
5,15,1600,21
5,15,1700,21.200001
5,15,1800,21.4
5,15,1900,21.9
5,15,2000,21.4
5,15,2100,21.700001
5,15,2200,21.6
5,15,2300,21.799999
5,16,0,22.200001
5,16,100,22
5,16,200,22.1
5,16,300,21.5
5,16,400,21.799999
5,16,500,21.299999
5,16,600,20.799999
5,16,700,20.4
5,16,800,20.1
5,16,900,19.299999
5,16,1000,18.799999
5,16,1100,18.1
5,16,1200,17.6
5,16,1300,17.4
5,16,1400,17.299999
5,16,1500,17
5,16,1600,16.700001
5,16,1700,16.299999
5,16,1800,16.299999
5,16,1900,15.8
5,16,2000,15.9
5,16,2100,16.1
5,16,2200,16.1
5,16,2300,16.299999
5,17,0,16.4
5,17,100,16.5
5,17,200,16.200001
5,17,300,15.5
5,17,400,15.6
5,17,500,15.8
5,17,600,15.3
5,17,700,15.4
5,17,800,15.6
5,17,900,15.4
5,17,1000,15.1
5,17,1100,15
5,17,1200,14.7
5,17,1300,14.8
5,17,1400,14.7
5,17,1500,-50
5,17,1600,14.6
5,17,1700,13.4
5,17,1800,14.1
5,17,1900,14.2
5,17,2000,14
5,17,2100,14.6
5,17,2200,15.5
5,17,2300,16.9
5,18,0,17.799999
5,18,100,19.200001
5,18,200,21
5,18,300,21.799999
5,18,400,22.6
5,18,500,22.799999
5,18,600,23.9
5,18,700,23.299999
5,18,800,21
5,18,900,19.200001
5,18,1000,17.4
5,18,1100,16
5,18,1200,15.3
5,18,1300,14.5
5,18,1400,14.1
5,18,1500,13.3
5,18,1600,12.7
5,18,1700,12.3
5,18,1800,11.9
5,18,1900,11.3
5,18,2000,11.2
5,18,2100,13.9
5,18,2200,17.1
5,18,2300,19.799999
5,19,0,22.9
5,19,100,24.700001
5,19,200,26
5,19,300,25.9
5,19,400,26.200001
5,19,500,26.299999
5,19,600,26.4
5,19,700,24.6
5,19,800,23.1
5,19,900,19.5
5,19,1000,17.799999
5,19,1100,17.1
5,19,1200,16.4
5,19,1300,15.8
5,19,1400,15.9
5,19,1500,15.7
5,19,1600,15.3
5,19,1700,15
5,19,1800,14.8
5,19,1900,14.9
5,19,2000,14.9
5,19,2100,15.4
5,19,2200,16.5
5,19,2300,18.1
5,20,0,19.700001
5,20,100,21.700001
5,20,200,19.299999
5,20,300,16.299999
5,20,400,15.4
5,20,500,-50
5,20,600,16
5,20,700,15.7
5,20,800,15.7
5,20,900,15.6
5,20,1000,15.6
5,20,1100,15.5
5,20,1200,15.4
5,20,1300,15.3
5,20,1400,15.3
5,20,1500,15.2
5,20,1600,15
5,20,1700,14.8
5,20,1800,14.4
5,20,1900,14.5
5,20,2000,14.5
5,20,2100,14.4
5,20,2200,14.3
5,20,2300,14.3
5,21,0,14
5,21,100,14.2
5,21,200,14.3
5,21,300,14.4
5,21,400,14.5
5,21,500,14.7
5,21,600,15
5,21,700,15.2
5,21,800,14.6
5,21,900,14.6
5,21,1000,14.3
5,21,1100,13.9
5,21,1200,13
5,21,1300,12.3
5,21,1400,12.1
5,21,1500,11.8
5,21,1600,11.9
5,21,1700,12
5,21,1800,12
5,21,1900,11.3
5,21,2000,11.7
5,21,2100,13.8
5,21,2200,15.6
5,21,2300,17.1
5,22,0,19.9
5,22,100,20
5,22,200,22
5,22,300,23.299999
5,22,400,23.9
5,22,500,23.9
5,22,600,23.6
5,22,700,23.6
5,22,800,21.6
5,22,900,19.299999
5,22,1000,16.799999
5,22,1100,15.7
5,22,1200,14.6
5,22,1300,14.1
5,22,1400,13.6
5,22,1500,12.9
5,22,1600,12.3
5,22,1700,12
5,22,1800,11.5
5,22,1900,11
5,22,2000,11.9
5,22,2100,14.7
5,22,2200,17.6
5,22,2300,19.700001
5,23,0,21.700001
5,23,100,23.4
5,23,200,25
5,23,300,25.4
5,23,400,25.299999
5,23,500,24.9
5,23,600,23.799999
5,23,700,22.799999
5,23,800,21.1
5,23,900,19.9
5,23,1000,18.5
5,23,1100,17.799999
5,23,1200,17.799999
5,23,1300,16.6
5,23,1400,16.299999
5,23,1500,15.8
5,23,1600,15.5
5,23,1700,15.1
5,23,1800,14.3
5,23,1900,14.3
5,23,2000,14.6
5,23,2100,15.5
5,23,2200,16.5
5,23,2300,17.700001
5,24,0,18.4
5,24,100,18.299999
5,24,200,20.799999
5,24,300,22.700001
5,24,400,23.9
5,24,500,23.6
5,24,600,23.799999
5,24,700,23.299999
5,24,800,21.799999
5,24,900,18.299999
5,24,1000,16.299999
5,24,1100,15.2
5,24,1200,15
5,24,1300,13.5
5,24,1400,12.7
5,24,1500,12.6
5,24,1600,14.1
5,24,1700,13.8
5,24,1800,14.2
5,24,1900,13.4
5,24,2000,13.4
5,24,2100,13.1
5,24,2200,12.8
5,24,2300,13.4
5,25,0,16.5
5,25,100,18.4
5,25,200,18.200001
5,25,300,19.299999
5,25,400,19.9
5,25,500,20
5,25,600,19.799999
5,25,700,19.5
5,25,800,18.9
5,25,900,17.200001
5,25,1000,15.4
5,25,1100,14.3
5,25,1200,13.8
5,25,1300,13.7
5,25,1400,12.7
5,25,1500,11.5
5,25,1600,10.8
5,25,1700,10.7
5,25,1800,10.1
5,25,1900,10
5,25,2000,10.4
5,25,2100,14.2
5,25,2200,15.1
5,25,2300,16.4
5,26,0,17.700001
5,26,100,20
5,26,200,20.4
5,26,300,22.6
5,26,400,21.799999
5,26,500,21.700001
5,26,600,20.9
5,26,700,21.1
5,26,800,20.9
5,26,900,19.1
5,26,1000,17.299999
5,26,1100,15.7
5,26,1200,15.3
5,26,1300,14.6
5,26,1400,14.4
5,26,1500,14
5,26,1600,14.4
5,26,1700,14.3
5,26,1800,14.6
5,26,1900,14.9
5,26,2000,16.4
5,26,2100,16.200001
5,26,2200,14.4
5,26,2300,15
5,27,0,15.5
5,27,100,16.4
5,27,200,16.4
5,27,300,17.200001
5,27,400,18.4
5,27,500,18.4
5,27,600,19.299999
5,27,700,18.299999
5,27,800,17.6
5,27,900,16.200001
5,27,1000,15
5,27,1100,13.9
5,27,1200,12.9
5,27,1300,11.3
5,27,1400,10.7
5,27,1500,12.1
5,27,1600,11.1
5,27,1700,9.5
5,27,1800,11
5,27,1900,10.8
5,27,2000,12.6
5,27,2100,12.9
5,27,2200,12.9
5,27,2300,12.5
5,28,0,11.7
5,28,100,12.6
5,28,200,14.2
5,28,300,14.5
5,28,400,17
5,28,500,19.299999
5,28,600,18.5
5,28,700,19.1
5,28,800,17.799999
5,28,900,16.700001
5,28,1000,15.7
5,28,1100,15.5
5,28,1200,15
5,28,1300,14.6
5,28,1400,14.1
5,28,1500,13.4
5,28,1600,13.2
5,28,1700,12.5
5,28,1800,12.1
5,28,1900,10.9
5,28,2000,11.6
5,28,2100,14.8
5,28,2200,17.299999
5,28,2300,18.700001
5,29,0,20.700001
5,29,100,22.5
5,29,200,22.9
5,29,300,22.799999
5,29,400,21.6
5,29,500,20.799999
5,29,600,20.700001
5,29,700,19.9
5,29,800,19
5,29,900,17.4
5,29,1000,16.1
5,29,1100,16.299999
5,29,1200,14
5,29,1300,13
5,29,1400,12.2
5,29,1500,12.3
5,29,1600,12.4
5,29,1700,11.2
5,29,1800,10.4
5,29,1900,10.1
5,29,2000,10.7
5,29,2100,12.9
5,29,2200,16.5
5,29,2300,21.9
5,30,0,22.1
5,30,100,23.4
5,30,200,25.5
5,30,300,26.4
5,30,400,26
5,30,500,27.4
5,30,600,27.200001
5,30,700,25.9
5,30,800,23.799999
5,30,900,23
5,30,1000,19.299999
5,30,1100,17.799999
5,30,1200,17.700001
5,30,1300,-50
5,30,1400,17.1
5,30,1500,16.700001
5,30,1600,16.6
5,30,1700,16.1
5,30,1800,15.9
5,30,1900,15.1
5,30,2000,16.1
5,30,2100,16.299999
5,30,2200,15.9
5,30,2300,16.700001
5,31,0,18.1
5,31,100,19.200001
5,31,200,20.9
5,31,300,22.799999
5,31,400,23.299999
5,31,500,23.299999
5,31,600,23.700001
5,31,700,22.9
5,31,800,21.299999
5,31,900,20.1
5,31,1000,18.299999
5,31,1100,17.4
5,31,1200,16.299999
5,31,1300,15.2
5,31,1400,15.3
5,31,1500,-50
5,31,1600,-50
5,31,1700,15.3
5,31,1800,15.3
5,31,1900,15.6
5,31,2000,16.6
5,31,2100,18.1
5,31,2200,20.700001
5,31,2300,22.200001
6,1,0,22.299999
6,1,100,23.700001
6,1,200,26.299999
6,1,300,25.5
6,1,400,26
6,1,500,26.299999
6,1,600,26.1
6,1,700,25.299999
6,1,800,23.1
6,1,900,23.200001
6,1,1000,20.700001
6,1,1100,19.9
6,1,1200,19.4
6,1,1300,18.1
6,1,1400,17.9
6,1,1500,17.1
6,1,1600,17
6,1,1700,16.700001
6,1,1800,15.6
6,1,1900,15.3
6,1,2000,15.5
6,1,2100,17.700001
6,1,2200,20.700001
6,1,2300,24.200001
6,2,0,27.799999
6,2,100,27.4
6,2,200,28.5
6,2,300,28.6
6,2,400,28.799999
6,2,500,29.5
6,2,600,29.4
6,2,700,28.6
6,2,800,26.5
6,2,900,24.4
6,2,1000,21.5
6,2,1100,20.4
6,2,1200,19.9
6,2,1300,19
6,2,1400,19.200001
6,2,1500,18.5
6,2,1600,17.700001
6,2,1700,17.1
6,2,1800,16.799999
6,2,1900,16.200001
6,2,2000,16.6
6,2,2100,17.9
6,2,2200,19.200001
6,2,2300,20.799999
6,3,0,18.1
6,3,100,19.1
6,3,200,19
6,3,300,19.200001
6,3,400,18.5
6,3,500,-50
6,3,600,18.799999
6,3,700,18.700001
6,3,800,18.4
6,3,900,18.4
6,3,1000,18.299999
6,3,1100,18
6,3,1200,18.1
6,3,1300,14.4
6,3,1400,13.8
6,3,1500,13.7
6,3,1600,13.7
6,3,1700,12.9
6,3,1800,12.4
6,3,1900,11.8
6,3,2000,12.2
6,3,2100,14.7
6,3,2200,16.700001
6,3,2300,18.700001
6,4,0,19.799999
6,4,100,21.5
6,4,200,22.5
6,4,300,23.5
6,4,400,23.299999
6,4,500,23.700001
6,4,600,23.4
6,4,700,22.799999
6,4,800,22
6,4,900,20.1
6,4,1000,18.1
6,4,1100,17.299999
6,4,1200,17.700001
6,4,1300,17.299999
6,4,1400,16.299999
6,4,1500,16.700001
6,4,1600,16.9
6,4,1700,16.700001
6,4,1800,16.6
6,4,1900,17
6,4,2000,17
6,4,2100,18
6,4,2200,18.700001
6,4,2300,20.700001
6,5,0,22
6,5,100,23.9
6,5,200,23.9
6,5,300,25.1
6,5,400,24.700001
6,5,500,25.299999
6,5,600,24.700001
6,5,700,24.9
6,5,800,23.9
6,5,900,22.200001
6,5,1000,20.5
6,5,1100,18.799999
6,5,1200,18.299999
6,5,1300,17.9
6,5,1400,17.200001
6,5,1500,17.4
6,5,1600,18.5
6,5,1700,18.299999
6,5,1800,17.6
6,5,1900,16.299999
6,5,2000,17.200001
6,5,2100,18.6
6,5,2200,22.1
6,5,2300,22.9
6,6,0,22.6
6,6,100,22.799999
6,6,200,23.6
6,6,300,24.5
6,6,400,25.299999
6,6,500,25.700001
6,6,600,26.799999
6,6,700,26.9
6,6,800,26.6
6,6,900,23.6
6,6,1000,20.799999
6,6,1100,19
6,6,1200,19.700001
6,6,1300,18.9
6,6,1400,19.299999
6,6,1500,17.1
6,6,1600,15.6
6,6,1700,15.2
6,6,1800,14.9
6,6,1900,14.1
6,6,2000,15.1
6,6,2100,17.200001
6,6,2200,18.5
6,6,2300,20.799999
6,7,0,24.1
6,7,100,25
6,7,200,22.6
6,7,300,22.700001
6,7,400,26.799999
6,7,500,27.4
6,7,600,27.5
6,7,700,27.5
6,7,800,25.4
6,7,900,23.1
6,7,1000,21.1
6,7,1100,19.299999
6,7,1200,18.9
6,7,1300,18
6,7,1400,18.1
6,7,1500,17.6
6,7,1600,17.299999
6,7,1700,17.299999
6,7,1800,16.5
6,7,1900,16.5
6,7,2000,16.6
6,7,2100,19
6,7,2200,21.799999
6,7,2300,24.6
6,8,0,27
6,8,100,27.6
6,8,200,28
6,8,300,29.6
6,8,400,29.9
6,8,500,30.200001
6,8,600,29.200001
6,8,700,28.1
6,8,800,26.299999
6,8,900,23.200001
6,8,1000,22.5
6,8,1100,21.799999
6,8,1200,21.299999
6,8,1300,20.799999
6,8,1400,19.799999
6,8,1500,19.299999
6,8,1600,19
6,8,1700,18.799999
6,8,1800,18.5
6,8,1900,18.4
6,8,2000,18.6
6,8,2100,20.1
6,8,2200,22.299999
6,8,2300,25.200001
6,9,0,27.9
6,9,100,29.799999
6,9,200,30.4
6,9,300,30.799999
6,9,400,31.200001
6,9,500,32.200001
6,9,600,32.5
6,9,700,31.1
6,9,800,29.6
6,9,900,27
6,9,1000,24.799999
6,9,1100,23.5
6,9,1200,22.4
6,9,1300,22
6,9,1400,21.799999
6,9,1500,21.299999
6,9,1600,20.6
6,9,1700,20.200001
6,9,1800,19.9
6,9,1900,19.700001
6,9,2000,20.200001
6,9,2100,21.5
6,9,2200,25.200001
6,9,2300,26.6
6,10,0,28.200001
6,10,100,28.4
6,10,200,28.799999
6,10,300,29.299999
6,10,400,29
6,10,500,28.700001
6,10,600,27.700001
6,10,700,27.5
6,10,800,27.200001
6,10,900,26.5
6,10,1000,26.299999
6,10,1100,23.700001
6,10,1200,22.1
6,10,1300,21.299999
6,10,1400,20.9
6,10,1500,21.200001
6,10,1600,21.299999
6,10,1700,21.700001
6,10,1800,20.5
6,10,1900,20.4
6,10,2000,20.5
6,10,2100,20.6
6,10,2200,21.6
6,10,2300,22.9
6,11,0,23.4
6,11,100,23.9
6,11,200,24.6
6,11,300,26.799999
6,11,400,27.4
6,11,500,26.6
6,11,600,24.9
6,11,700,24
6,11,800,23.9
6,11,900,23
6,11,1000,22.1
6,11,1100,20.700001
6,11,1200,19.700001
6,11,1300,19
6,11,1400,18.6
6,11,1500,18
6,11,1600,17.6
6,11,1700,17.200001
6,11,1800,16.799999
6,11,1900,17.299999
6,11,2000,17.700001
6,11,2100,18.1
6,11,2200,19.200001
6,11,2300,21.299999
6,12,0,23.200001
6,12,100,26.4
6,12,200,27.6
6,12,300,29.1
6,12,400,29.9
